ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City,Stock In Vast or Limited Quantity,,,,ROUND,SQRT,MINIMUM,MAXIMUM,SUM,MEDIAN,RANK,LEFT,RIGHT,LENGTH,MID
342,Denim Jacket,Coats and jackets,184.43,4.9,2290,830,0.25,31,09-09-2023,Bridgeport,FALSE,,,,184,47.85394446,,,,,455,Deni,cket,10,idgepo
343,Denim Jacket,Coats and jackets,276.98,4,4979,213,0.01,743,11-12-2023,Springfield,FALSE,,,,277,70.56202945,,,,,996,Deni,cket,11,ringfi
344,Leather Jacket,Coats and jackets,441,4.5,3048,679,0.49,1049,04-07-2024,Atlanta,FALSE,,,,441,55.20869497,,,,,601,Leat,cket,7,lanta
345,Winter Coat,Coats and jackets,56.13,2.4,1067,96,0.2,226,9/24/2023,Virginia Beach,TRUE,,,,56,32.66496594,,,,,225,Wint,Coat,14,rginia
346,Leather Jacket,Coats and jackets,331.82,4.3,4402,778,0.1,1609,06-04-2024,Rochester,TRUE,,,,332,66.34756966,,,,,872,Leat,cket,9,cheste
347,Denim Jacket,Coats and jackets,184.77,4,484,596,0.16,904,4/26/2024,Oakland,TRUE,,,,185,22,,,,,95,Deni,cket,7,kland
348,Leather Jacket,Coats and jackets,458.39,3.1,4563,453,0.4,774,07-12-2023,New York,TRUE,,,,458,67.5499815,,,,,906,Leat,cket,8,w York
349,Leather Jacket,Coats and jackets,187.92,4.6,1898,39,0.25,219,02-04-2024,Kansas City,TRUE,,,,188,43.56604182,,,,,375,Leat,cket,11,nsas C
350,Leather Jacket,Coats and jackets,100.27,4.6,687,618,0.16,989,10-10-2023,Pittsburgh,TRUE,,,,100,26.21068484,,,,,143,Leat,cket,10,ttsbur
351,Leather Jacket,Coats and jackets,442.38,4.2,3958,15,0.49,1132,5/22/2024,Las Vegas,TRUE,,,,442,62.91263784,,,,,780,Leat,cket,9,s Vega
352,Rain Jacket,Coats and jackets,320.99,1.7,1125,505,0.21,246,02-05-2024,Akron,TRUE,,,,321,33.54101966,,,,,234,Rain,cket,5,ron
353,Leather Jacket,Coats and jackets,346.56,1.4,2243,792,0.41,1689,1/31/2024,Little Rock,TRUE,,,,347,47.36032094,,,,,448,Leat,cket,11,ttle R
354,Leather Jacket,Coats and jackets,101.83,4.4,1395,485,0.27,210,4/13/2024,Spokane,TRUE,,,,102,37.34969879,,,,,296,Leat,cket,7,okane
355,Denim Jacket,Coats and jackets,494.15,4.6,1899,456,0.18,1249,02-02-2024,Tampa,TRUE,,,,494,43.57751714,,,,,376,Deni,cket,5,mpa
356,Denim Jacket,Coats and jackets,174.25,1.7,3348,155,0.41,189,01-01-2024,Dallas,TRUE,,,,174,57.86190457,,,,,662,Deni,cket,6,llas
357,Denim Jacket,Coats and jackets,453.63,4,4433,313,0.31,278,12/19/2023,Concord,FALSE,,,,454,66.58077801,,,,,880,Deni,cket,7,ncord
358,Denim Jacket,Coats and jackets,182.66,4.4,1674,861,0.49,930,8/28/2023,Austin,FALSE,,,,183,40.91454509,,,,,343,Deni,cket,6,stin
359,Denim Jacket,Coats and jackets,372.25,1.4,4578,935,0,1070,11/24/2023,Bakersfield,FALSE,,,,372,67.6609193,,,,,914,Deni,cket,11,kersfi
360,Denim Jacket,Coats and jackets,121.32,4.3,854,639,0.32,515,8/14/2023,Philadelphia,FALSE,,,,121,29.22327839,,,,,170,Deni,cket,12,iladel
361,Road Bike,Bicycles,186.59,1.3,1336,628,0.2,1677,05-04-2024,Columbia,FALSE,,,,187,36.55133376,,,,,285,Road,Bike,8,lumbia
362,Mountain Bike,Bicycles,396.34,3.7,2257,114,0.45,1274,11-06-2023,Omaha,FALSE,,,,396,47.50789408,,,,,450,Moun,Bike,5,aha
363,Hybrid Bike,Bicycles,92.85,2.6,2597,141,0.43,839,12-05-2023,New Orleans,FALSE,,,,93,50.96076922,,,,,525,Hybr,Bike,11,w Orle
364,Hybrid Bike,Bicycles,212.25,4.2,595,880,0.02,855,9/16/2023,Detroit,FALSE,,,,212,24.39262184,,,,,121,Hybr,Bike,7,troit
365,Road Bike,Bicycles,483.46,1.5,4088,82,0.49,898,09-11-2023,Harrisburg,FALSE,,,,483,63.93746945,,,,,810,Road,Bike,10,rrisbu
366,Mountain Bike,Bicycles,421.34,4.9,3789,62,0.28,1659,02-12-2024,El Paso,FALSE,,,,421,61.55485359,,,,,748,Moun,Bike,7, Paso
367,Electric Bike,Bicycles,321.19,2.8,1143,933,0.06,675,8/31/2023,Sacramento,FALSE,,,,321,33.80828301,,,,,242,Elec,Bike,10,cramen
368,Mountain Bike,Bicycles,16.08,2.9,4916,738,0.11,333,11-03-2023,Charlotte,FALSE,,,,16,70.11419257,,,,,985,Moun,Bike,9,arlott
369,Mountain Bike,Bicycles,33.59,4.6,4008,631,0.09,694,5/27/2024,Allentown,FALSE,,,,34,63.30876717,,,,,796,Moun,Bike,9,lentow
370,Mountain Bike,Bicycles,420.69,2.1,2315,34,0.13,493,4/23/2024,Bonita Springs,FALSE,,,,421,48.11444689,,,,,464,Moun,Bike,14,nita S
371,Mountain Bike,Bicycles,265.51,1.3,1299,868,0.3,1952,11/24/2023,Oklahoma City,FALSE,,,,266,36.04164258,,,,,275,Moun,Bike,13,lahoma
372,Mountain Bike,Bicycles,26,4.5,4577,727,0.48,1031,8/16/2023,Palm Bay,FALSE,,,,26,67.6535291,,,,,913,Moun,Bike,8,lm Bay
373,Hybrid Bike,Bicycles,220.91,2.3,3659,173,0.39,1896,1/17/2024,Oakland,FALSE,,,,221,60.48966854,,,,,724,Hybr,Bike,7,kland
374,Road Bike,Bicycles,90.76,1.7,1573,787,0.39,178,02-01-2024,Riverside,FALSE,,,,91,39.66106403,,,,,328,Road,Bike,9,versid
375,Hybrid Bike,Bicycles,261.06,1.4,578,853,0.13,1185,07-01-2023,Colorado Springs,FALSE,,,,261,24.04163056,,,,,118,Hybr,Bike,16,lorado
376,Hybrid Bike,Bicycles,492.08,2.1,4005,261,0.45,1745,04-12-2024,Rochester,FALSE,,,,492,63.28506933,,,,,794,Hybr,Bike,9,cheste
377,Electric Bike,Bicycles,306,4.6,3451,361,0.49,92,2/24/2024,San Francisco,FALSE,,,,306,58.74521257,,,,,684,Elec,Bike,13,n Fran
378,Mountain Bike,Bicycles,315.03,2.9,1455,748,0.24,1712,1/23/2024,Richmond,TRUE,,,,315,38.14446225,,,,,308,Moun,Bike,8,chmond
379,Mountain Bike,Bicycles,12.7,1,1213,135,0.02,891,6/25/2023,Albuquerque,TRUE,,,,13,34.82814953,,,,,254,Moun,Bike,11,buquer
380,Road Bike,Bicycles,236.8,2.8,703,317,0.2,1845,10/23/2023,Harrisburg,TRUE,,,,237,26.51414717,,,,,150,Road,Bike,10,rrisbu
381,Mountain Bike,Bicycles,410.17,2.1,855,788,0.17,1958,12-12-2023,San Francisco,TRUE,,,,410,29.24038303,,,,,171,Moun,Bike,13,n Fran
382,Mountain Bike,Bicycles,24.54,3.7,1517,658,0.23,126,4/27/2024,Miami,TRUE,,,,25,38.94868419,,,,,318,Moun,Bike,5,ami
383,Mountain Bike,Bicycles,203.34,2.7,3403,583,0.45,1132,9/18/2023,New Haven,TRUE,,,,203,58.33523806,,,,,674,Moun,Bike,9,w Have
384,Mountain Bike,Bicycles,161.59,4.3,987,249,0.36,1176,07-01-2023,Baltimore,TRUE,,,,162,31.41655614,,,,,208,Moun,Bike,9,ltimor
385,Road Bike,Bicycles,35.06,2,726,688,0.3,849,1/18/2024,Richmond,TRUE,,,,35,26.94438717,,,,,153,Road,Bike,8,chmond
386,Road Bike,Bicycles,335.99,4.2,419,593,0.05,1774,3/20/2024,Reno,TRUE,,,,336,20.46948949,,,,,88,Road,Bike,4,no
387,Mountain Bike,Bicycles,44.79,1.3,2702,40,0.47,958,09-01-2023,Colorado Springs,TRUE,,,,45,51.98076567,,,,,542,Moun,Bike,16,lorado
388,Mountain Bike,Bicycles,326.76,4.6,1996,265,0.25,562,2/15/2024,Palm Bay,FALSE,,,,327,44.67661581,,,,,393,Moun,Bike,8,lm Bay
389,Mountain Bike,Bicycles,310.16,4.5,3155,453,0.06,1537,03-11-2024,Oklahoma City,FALSE,,,,310,56.16938668,,,,,625,Moun,Bike,13,lahoma
390,Road Bike,Bicycles,416.22,5,4008,267,0.15,1856,08-06-2023,Austin,FALSE,,,,416,63.30876717,,,,,796,Road,Bike,6,stin
391,Mountain Bike,Bicycles,205.69,4.6,4669,48,0.11,920,09-07-2023,New Orleans,FALSE,,,,206,68.33008122,,,,,939,Moun,Bike,11,w Orle
392,Electric Bike,Bicycles,329.62,4.4,1130,657,0.2,1452,3/31/2024,New Orleans,FALSE,,,,330,33.61547263,,,,,237,Elec,Bike,11,w Orle
393,Mountain Bike,Bicycles,432.25,3.4,3435,865,0.19,194,01-08-2024,Jacksonville,FALSE,,,,432,58.60887305,,,,,681,Moun,Bike,12,cksonv
394,Electric Bike,Bicycles,459.15,2.7,359,74,0.29,1848,2/15/2024,Richmond,FALSE,,,,459,18.94729532,,,,,70,Elec,Bike,8,chmond
395,Electric Bike,Bicycles,202.56,3.1,3361,439,0.08,6,11/29/2023,Las Vegas,TRUE,,,,203,57.97413216,,,,,664,Elec,Bike,9,s Vega
396,Mountain Bike,Bicycles,446.15,2.4,3219,786,0.01,1467,02-07-2024,Brooklyn,TRUE,,,,446,56.73623181,,,,,639,Moun,Bike,8,ooklyn
397,Hybrid Bike,Bicycles,162.5,3.7,929,687,0.11,1227,7/27/2023,Boise,TRUE,,,,163,30.47950131,,,,,192,Hybr,Bike,5,ise
398,Hybrid Bike,Bicycles,347.25,1.6,1399,343,0.25,74,4/28/2024,Birmingham,TRUE,,,,347,37.40320842,,,,,300,Hybr,Bike,10,rmingh
399,Electric Bike,Bicycles,58.66,1.8,4458,447,0.21,1586,08-11-2023,Memphis,TRUE,,,,59,66.76825593,,,,,883,Elec,Bike,7,mphis
400,Road Bike,Bicycles,380.54,2.8,4637,937,0.45,124,05-06-2024,Cincinnati,TRUE,,,,381,68.09552114,,,,,927,Road,Bike,10,ncinna
401,Sketchbook,Art and crafting materials,193.65,2.9,785,200,0.49,76,4/14/2024,El Paso,TRUE,,,,194,28.01785145,,,,,159,Sket,book,7, Paso
402,Brushes,Art and crafting materials,84.28,1.1,3807,277,0.27,1188,08-12-2023,Baton Rouge,TRUE,,,,84,61.7008914,,,,,754,Brus,shes,11,ton Ro
403,Paint Set,Art and crafting materials,275.44,4,2390,946,0.18,1377,2/24/2024,Baltimore,TRUE,,,,275,48.88762625,,,,,479,Pain, Set,9,ltimor
404,Brushes,Art and crafting materials,96.81,3,382,532,0.48,358,7/24/2023,Portland,TRUE,,,,97,19.54482029,,,,,80,Brus,shes,8,rtland
405,Brushes,Art and crafting materials,90.97,3.3,1134,865,0.24,434,9/13/2023,Detroit,TRUE,,,,91,33.67491648,,,,,239,Brus,shes,7,troit
406,Brushes,Art and crafting materials,441.35,3.5,3735,761,0.23,998,07-07-2023,Las Vegas,TRUE,,,,441,61.11464636,,,,,741,Brus,shes,9,s Vega
407,Canvas,Art and crafting materials,29.34,2.9,2211,885,0.11,63,3/13/2024,Knoxville,TRUE,,,,29,47.02127178,,,,,442,Canv,nvas,9,oxvill
408,Paint Set,Art and crafting materials,303.57,2.4,3630,139,0.02,1781,06-07-2024,Oklahoma City,FALSE,,,,304,60.24948133,,,,,720,Pain, Set,13,lahoma
409,Paint Set,Art and crafting materials,343.57,2.9,882,146,0.26,619,10/20/2023,Miami,FALSE,,,,344,29.69848481,,,,,176,Pain, Set,5,ami
410,Canvas,Art and crafting materials,433.14,3.4,1610,416,0.28,406,11/22/2023,Denver,FALSE,,,,433,40.1248053,,,,,334,Canv,nvas,6,nver
411,Canvas,Art and crafting materials,251.24,3.3,3802,81,0.22,1710,10/17/2023,Queens,FALSE,,,,251,61.66036004,,,,,752,Canv,nvas,6,eens
412,Canvas,Art and crafting materials,405.23,2.9,2558,328,0.03,940,07-11-2023,New Haven,FALSE,,,,405,50.57667447,,,,,519,Canv,nvas,9,w Have
413,Paint Set,Art and crafting materials,425.01,4.6,2490,836,0.26,1517,12-06-2023,Houston,FALSE,,,,425,49.8998998,,,,,503,Pain, Set,7,uston
414,Brushes,Art and crafting materials,369.67,4.1,4117,348,0.02,1858,4/19/2024,Virginia Beach,FALSE,,,,370,64.16385275,,,,,815,Brus,shes,14,rginia
415,Sketchbook,Art and crafting materials,75.87,2.2,1999,203,0.4,1687,05-08-2024,Chicago,TRUE,,,,76,44.71017781,,,,,394,Sket,book,7,icago
416,Canvas,Art and crafting materials,269,4.2,3234,18,0.1,793,2/20/2024,Staten Island,TRUE,,,,269,56.86826883,,,,,644,Canv,nvas,13,aten I
417,Canvas,Art and crafting materials,154.36,1.1,1088,291,0.42,0,05-06-2024,San Diego,TRUE,,,,154,32.984845,,,,,229,Canv,nvas,9,n Dieg
418,Paint Set,Art and crafting materials,379.18,4.1,200,126,0.44,546,12-01-2023,Long Beach,TRUE,,,,379,14.14213562,,,,,42,Pain, Set,10,ng Bea
419,Brushes,Art and crafting materials,53.42,3,413,990,0.03,1378,04-01-2024,Oakland,TRUE,,,,53,20.32240143,,,,,85,Brus,shes,7,kland
420,Brushes,Art and crafting materials,319.72,3.3,2015,289,0,82,02-10-2024,Toledo,TRUE,,,,320,44.88875137,,,,,397,Brus,shes,6,ledo
421,Sketchbook,Art and crafting materials,156.79,1.3,2422,161,0.4,1679,6/20/2023,Charlotte,TRUE,,,,157,49.2138192,,,,,489,Sket,book,9,arlott
422,Canvas,Art and crafting materials,81.15,3.8,2158,926,0.12,294,11-10-2023,Albuquerque,TRUE,,,,81,46.4542786,,,,,431,Canv,nvas,11,buquer
423,Sketchbook,Art and crafting materials,84.64,2.1,3701,732,0.29,1830,7/27/2023,Kansas City,TRUE,,,,85,60.8358447,,,,,734,Sket,book,11,nsas C
424,Paint Set,Art and crafting materials,323.83,4.9,1556,402,0.18,1336,09-05-2023,Cincinnati,TRUE,,,,324,39.44616585,,,,,327,Pain, Set,10,ncinna
425,Sketchbook,Art and crafting materials,102.04,3.9,1589,563,0.32,1905,5/29/2024,Bonita Springs,TRUE,,,,102,39.86226286,,,,,331,Sket,book,14,nita S
426,Sketchbook,Art and crafting materials,359.84,4.3,2307,204,0.46,775,5/31/2024,San Jose,TRUE,,,,360,48.03123983,,,,,462,Sket,book,8,n Jose
427,Brushes,Art and crafting materials,87.73,4.5,4449,638,0.03,1739,4/24/2024,Cincinnati,TRUE,,,,88,66.70082458,,,,,881,Brus,shes,10,ncinna
428,Brushes,Art and crafting materials,60.35,1.8,1884,153,0.36,1749,8/23/2023,Phoenix,TRUE,,,,60,43.40506883,,,,,372,Brus,shes,7,oenix
429,Paint Set,Art and crafting materials,40.72,4.4,2437,324,0.47,1855,01-07-2024,Grand Rapids,TRUE,,,,41,49.36598019,,,,,494,Pain, Set,12,and Ra
430,Canvas,Art and crafting materials,59.93,2.4,4232,922,0.43,1475,03-04-2024,Washington,TRUE,,,,60,65.05382387,,,,,834,Canv,nvas,10,shingt
431,Sketchbook,Art and crafting materials,447.02,2.7,2224,197,0.19,1995,12/16/2023,San Juan,FALSE,,,,447,47.15930449,,,,,445,Sket,book,8,n Juan
432,Paint Set,Art and crafting materials,66.85,1.2,1948,928,0.47,1752,2/13/2024,Baton Rouge,FALSE,,,,67,44.13615298,,,,,386,Pain, Set,11,ton Ro
433,Brushes,Art and crafting materials,12.14,1.7,3988,234,0.33,928,5/19/2024,Harrisburg,FALSE,,,,12,63.15061362,,,,,790,Brus,shes,10,rrisbu
434,Canvas,Art and crafting materials,73.5,3.7,4888,605,0.13,1875,11/14/2023,Charlotte,FALSE,,,,74,69.91423317,,,,,980,Canv,nvas,9,arlott
435,Canvas,Art and crafting materials,499.74,1.4,2587,552,0.24,1519,1/18/2024,San Jose,FALSE,,,,500,50.8625599,,,,,522,Canv,nvas,8,n Jose
436,Canvas,Art and crafting materials,190.67,2.5,891,454,0.38,209,10/27/2023,Grand Rapids,FALSE,,,,191,29.84962311,,,,,181,Canv,nvas,12,and Ra
437,Paint Set,Art and crafting materials,213.74,3.9,4744,328,0.43,1845,03-04-2024,Raleigh,FALSE,,,,214,68.87670143,,,,,955,Pain, Set,7,leigh
438,Paint Set,Art and crafting materials,379.47,1.1,3976,727,0.47,1827,09-12-2023,Virginia Beach,FALSE,,,,379,63.05553108,,,,,783,Pain, Set,14,rginia
439,Brushes,Art and crafting materials,164.66,3.6,3220,539,0.36,1461,04-08-2024,Boise,FALSE,,,,165,56.74504384,,,,,640,Brus,shes,5,ise
440,Canvas,Art and crafting materials,51.82,1.2,1548,312,0.41,53,1/26/2024,Portland,FALSE,,,,52,39.34463115,,,,,326,Canv,nvas,8,rtland
441,Coffee Mug,Drinkware,141.12,4.3,4653,524,0.19,1815,9/28/2023,Staten Island,FALSE,,,,141,68.21290201,,,,,932,Coff, Mug,13,aten I
442,Water Bottle,Drinkware,357.6,4.8,674,920,0.37,613,5/26/2024,Bakersfield,FALSE,,,,358,25.96150997,,,,,138,Wate,ttle,11,kersfi
443,Tea Cup,Drinkware,301.61,1,4266,408,0.48,1211,07-02-2023,Detroit,TRUE,,,,302,65.31462317,,,,,844,Tea , Cup,7,troit
444,Water Bottle,Drinkware,383.53,2.8,2831,686,0.11,1627,12-09-2023,Mission Viejo,TRUE,,,,384,53.20714238,,,,,569,Wate,ttle,13,ssion 
445,Tea Cup,Drinkware,71.52,1.1,2222,733,0.18,1444,1/30/2024,Allentown,TRUE,,,,72,47.138095,,,,,444,Tea , Cup,9,lentow
446,Wine Glass,Drinkware,18.6,2.2,32,54,0.26,755,08-04-2023,Columbus,TRUE,,,,19,5.656854249,,,,,10,Wine,lass,8,lumbus
447,Water Bottle,Drinkware,289.62,3.3,4579,972,0.49,622,08-10-2023,Fresno,TRUE,,,,290,67.66830868,,,,,915,Wate,ttle,6,esno
448,Coffee Mug,Drinkware,278.01,4.3,3030,728,0.15,1068,11-11-2023,Des Moines,TRUE,,,,278,55.04543578,,,,,597,Coff, Mug,10,s Moin
449,Wine Glass,Drinkware,158.43,1.3,488,156,0.12,411,11/20/2023,Los Angeles,TRUE,,,,158,22.09072203,,,,,96,Wine,lass,11,s Ange
450,Wine Glass,Drinkware,39.26,3.7,515,601,0.5,630,1/31/2024,Kansas City,FALSE,,,,39,22.69361144,,,,,103,Wine,lass,11,nsas C
451,Tea Cup,Drinkware,495.75,3.2,3871,539,0.39,1552,4/14/2024,Concord,FALSE,,,,496,62.21736092,,,,,769,Tea , Cup,7,ncord
452,Water Bottle,Drinkware,105.96,1.6,25,24,0.39,1324,07-09-2023,Worcester,FALSE,,,,106,5,,,,,8,Wate,ttle,9,rceste
453,Wine Glass,Drinkware,491.01,3.1,3483,970,0.13,1072,12/20/2023,Concord,FALSE,,,,491,59.01694672,,,,,690,Wine,lass,7,ncord
454,Tea Cup,Drinkware,175.3,3.9,1592,558,0.03,685,10/14/2023,Orlando,FALSE,,,,175,39.89987469,,,,,332,Tea , Cup,7,lando
455,Water Bottle,Drinkware,82.18,1,2295,565,0.21,421,10/30/2023,Palm Bay,TRUE,,,,82,47.90615827,,,,,459,Wate,ttle,8,lm Bay
456,Wine Glass,Drinkware,183.59,4.8,2500,389,0.14,597,11/15/2023,Springfield,TRUE,,,,184,50,,,,,506,Wine,lass,11,ringfi
457,Water Bottle,Drinkware,277.82,2.7,1757,2,0.08,1116,06-04-2024,Boise,TRUE,,,,278,41.91658383,,,,,356,Wate,ttle,5,ise
458,Tea Cup,Drinkware,449.86,3.7,3823,330,0.4,1546,6/27/2023,Phoenix,TRUE,,,,450,61.83041323,,,,,760,Tea , Cup,7,oenix
459,Tea Cup,Drinkware,332.97,1.4,4675,866,0.25,695,7/28/2023,Dayton,TRUE,,,,333,68.37397166,,,,,940,Tea , Cup,6,yton
460,Wine Glass,Drinkware,490.76,3.3,356,600,0.46,310,6/20/2023,Minneapolis,TRUE,,,,491,18.86796226,,,,,69,Wine,lass,11,nneapo
461,Water Bottle,Drinkware,16.38,1.1,619,882,0.37,124,6/24/2023,Cleveland,TRUE,,,,16,24.87971061,,,,,128,Wate,ttle,9,evelan
462,Coffee Mug,Drinkware,480.47,3.1,929,246,0.2,361,06-04-2024,Des Moines,TRUE,,,,480,30.47950131,,,,,192,Coff, Mug,10,s Moin
463,Water Bottle,Drinkware,361.98,2,4282,595,0.28,1877,03-11-2024,Bonita Springs,TRUE,,,,362,65.4369926,,,,,849,Wate,ttle,14,nita S
464,Water Bottle,Drinkware,305.5,4.3,3619,612,0.19,1179,10-01-2023,Seattle,FALSE,,,,306,60.15812497,,,,,717,Wate,ttle,7,attle
465,Wine Glass,Drinkware,32.57,4.2,4967,321,0.26,943,3/13/2024,Sacramento,FALSE,,,,33,70.47694659,,,,,993,Wine,lass,10,cramen
466,Water Bottle,Drinkware,220.06,1.1,3947,652,0,739,9/21/2023,Bridgeport,FALSE,,,,220,62.8251542,,,,,778,Wate,ttle,10,idgepo
467,Water Bottle,Drinkware,204.94,4.7,2176,671,0.26,326,10/15/2023,Wichita,FALSE,,,,205,46.64761516,,,,,434,Wate,ttle,7,chita
468,Wine Glass,Drinkware,202.3,4,3696,358,0.29,717,5/26/2024,Akron,FALSE,,,,202,60.79473661,,,,,730,Wine,lass,5,ron
469,Water Bottle,Drinkware,496.3,2.5,692,90,0.21,960,2/19/2024,San Juan,FALSE,,,,496,26.30589288,,,,,145,Wate,ttle,8,n Juan
470,Coffee Mug,Drinkware,103.88,4.7,3699,854,0.25,1738,05-02-2024,Los Angeles,FALSE,,,,104,60.8194048,,,,,732,Coff, Mug,11,s Ange
471,Coffee Mug,Drinkware,122.06,4.8,2401,748,0.11,1603,11/28/2023,Provo,FALSE,,,,122,49,,,,,482,Coff, Mug,5,ovo
472,Tea Cup,Drinkware,223.94,3.3,2635,281,0.42,1132,12-07-2023,Fresno,FALSE,,,,224,51.33225107,,,,,531,Tea , Cup,6,esno
473,Wine Glass,Drinkware,448.11,4.8,4647,644,0.21,131,09-07-2023,Grand Rapids,FALSE,,,,448,68.16890787,,,,,930,Wine,lass,12,and Ra
474,Water Bottle,Drinkware,445.55,3.2,3180,220,0.13,1391,1/17/2024,San Jose,FALSE,,,,446,56.39148872,,,,,630,Wate,ttle,8,n Jose
475,Tea Cup,Drinkware,428.96,1.8,3576,474,0.03,270,11/30/2023,Houston,FALSE,,,,429,59.79966555,,,,,709,Tea , Cup,7,uston
476,Wine Glass,Drinkware,407.33,4.3,3607,535,0.33,1858,8/27/2023,New York,TRUE,,,,407,60.058305,,,,,716,Wine,lass,8,w York
477,Coffee Mug,Drinkware,237.01,1.2,278,876,0.02,253,12/14/2023,Las Vegas,TRUE,,,,237,16.673332,,,,,59,Coff, Mug,9,s Vega
478,Water Bottle,Drinkware,270.69,3.4,699,565,0.18,1848,1/26/2024,Pittsburgh,TRUE,,,,271,26.43860813,,,,,149,Wate,ttle,10,ttsbur
479,Tea Cup,Drinkware,120.8,2.2,3388,211,0.12,1714,07-06-2023,Indianapolis,TRUE,,,,121,58.20652884,,,,,671,Tea , Cup,12,dianap
480,Wine Glass,Drinkware,103.65,2.2,4082,510,0.32,1192,07-05-2023,Albuquerque,TRUE,,,,104,63.89053138,,,,,807,Wine,lass,11,buquer
481,Eau de Toilette,Perfume and cologne,158.44,2.3,1135,410,0.14,1208,4/26/2024,Buffalo,TRUE,,,,158,33.68976106,,,,,240,Eau ,ette,7,ffalo
482,Eau de Toilette,Perfume and cologne,208.82,1.9,4308,309,0.3,752,9/14/2023,San Diego,TRUE,,,,209,65.63535633,,,,,856,Eau ,ette,9,n Dieg
483,Body Spray,Perfume and cologne,213.09,4,4538,161,0.39,520,1/25/2024,Las Vegas,TRUE,,,,213,67.36467917,,,,,901,Body,pray,9,s Vega
484,Perfume Oil,Perfume and cologne,30.79,2.1,3907,559,0.15,152,02-10-2024,Washington,TRUE,,,,31,62.50599971,,,,,773,Perf, Oil,10,shingt
485,Eau de Parfum,Perfume and cologne,284.44,4.1,1752,562,0.18,488,3/16/2024,Minneapolis,TRUE,,,,284,41.85689907,,,,,355,Eau ,rfum,11,nneapo
486,Eau de Toilette,Perfume and cologne,351.63,3.9,1914,197,0.46,406,12/28/2023,Las Vegas,TRUE,,,,352,43.74928571,,,,,380,Eau ,ette,9,s Vega
487,Eau de Parfum,Perfume and cologne,432.23,2.1,4858,680,0.1,1164,04-03-2024,Toledo,TRUE,,,,432,69.69935437,,,,,975,Eau ,rfum,6,ledo
488,Eau de Toilette,Perfume and cologne,335.92,1.6,3408,574,0.38,1903,12/20/2023,Cleveland,FALSE,,,,336,58.37807808,,,,,677,Eau ,ette,9,evelan
489,Eau de Parfum,Perfume and cologne,474.07,3,1497,782,0.25,863,02-05-2024,Birmingham,FALSE,,,,474,38.69108424,,,,,314,Eau ,rfum,10,rmingh
490,Perfume Oil,Perfume and cologne,198.33,1.1,1907,418,0.01,825,8/28/2023,Baltimore,FALSE,,,,198,43.66921112,,,,,378,Perf, Oil,9,ltimor
491,Eau de Toilette,Perfume and cologne,423.21,1.4,3386,924,0.41,888,12/27/2023,Birmingham,FALSE,,,,423,58.1893461,,,,,670,Eau ,ette,10,rmingh
492,Body Spray,Perfume and cologne,220.5,2.2,3407,389,0.06,1263,7/28/2023,Denver,FALSE,,,,221,58.36951259,,,,,676,Body,pray,6,nver
493,Eau de Toilette,Perfume and cologne,280.83,2.6,4986,554,0.43,1683,03-09-2024,Harrisburg,FALSE,,,,281,70.61161378,,,,,997,Eau ,ette,10,rrisbu
494,Perfume Oil,Perfume and cologne,316.26,2.3,3093,882,0.25,839,06-05-2024,Albany,FALSE,,,,316,55.61474625,,,,,615,Perf, Oil,6,bany
495,Eau de Toilette,Perfume and cologne,316.19,3.3,3062,594,0.31,499,7/20/2023,Charleston,FALSE,,,,316,55.33534133,,,,,605,Eau ,ette,10,arlest
496,Perfume Oil,Perfume and cologne,101.59,1.1,2378,900,0.18,1424,03-07-2024,Minneapolis,FALSE,,,,102,48.76474136,,,,,474,Perf, Oil,11,nneapo
497,Eau de Parfum,Perfume and cologne,369.02,2.6,887,58,0.18,49,5/24/2024,Wichita,FALSE,,,,369,29.78254522,,,,,180,Eau ,rfum,7,chita
498,Eau de Toilette,Perfume and cologne,172.9,1.2,2606,678,0.47,1164,3/20/2024,Harrisburg,FALSE,,,,173,51.04899607,,,,,528,Eau ,ette,10,rrisbu
499,Eau de Toilette,Perfume and cologne,369.41,1.5,3474,127,0.38,759,5/14/2024,Detroit,FALSE,,,,369,58.94064811,,,,,688,Eau ,ette,7,troit
500,Perfume Oil,Perfume and cologne,145.4,2.7,4664,391,0.03,1692,11/23/2023,New Orleans,TRUE,,,,145,68.29348432,,,,,937,Perf, Oil,11,w Orle
501,Eau de Parfum,Perfume and cologne,60.53,3.2,1341,680,0.37,1497,11-06-2023,Little Rock,TRUE,,,,61,36.61966685,,,,,286,Eau ,rfum,11,ttle R
502,Eau de Parfum,Perfume and cologne,204.83,2.1,4873,97,0.24,207,06-10-2024,Austin,TRUE,,,,205,69.80687645,,,,,978,Eau ,rfum,6,stin
503,Perfume Oil,Perfume and cologne,279.31,3.8,153,938,0.3,218,01-07-2024,Raleigh,TRUE,,,,279,12.36931688,,,,,33,Perf, Oil,7,leigh
504,Body Spray,Perfume and cologne,476.2,2.2,2195,107,0.23,1506,7/26/2023,Denton,TRUE,,,,476,46.8508271,,,,,438,Body,pray,6,nton
505,Eau de Toilette,Perfume and cologne,324.4,3.8,1742,282,0.34,480,6/26/2023,Tulsa,TRUE,,,,324,41.73727351,,,,,352,Eau ,ette,5,lsa
